invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-56931500001,2023-03-24,5561,CASEY'S GENERAL STORE #32 / MADRID,117 N KENNEDY AVE,MADRID,50156.0,POINT(-93.81567 41.87763),,BOONE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51719000052,2022-09-30,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049,,,LUCAS,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48460900039,2022-06-17,6118,CASH SAVER #33 / DES MOINES,1320 E EUCLID AVE,DES MOINES,50313.0,,77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-60089700001,2023-07-07,6209,HY-VEE / GRIMES,351 NORTHEAST GATEWAY DRIVE,GRIMES,50111.0,POINT(-93.777219967 41.690352998),,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-45718400085,2022-03-18,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302.0,,57,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-55620100008,2023-02-06,5969,CASEY'S GENERAL STORE #3288 / BLUE GRASS,301 E. MAYNE ST,BLUE GRASS,52726,POINT(-90.76281 41.50912),,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-55157600026,2023-01-20,6118,CASH SAVER #33 / DES MOINES,1320 E EUCLID AVE,DES MOINES,50313.0,POINT(-93.63664 41.62768),,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-37883700019,2021-06-28,6139,SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,1610 ROCKINGHAM RD,DAVENPORT,52802.0,POINT(-90.599327 41.520231),82,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-58875300001,2023-05-30,4546,CASEY'S GENERAL STORE #2303 / GLIDDEN,705 IDAHO ST,GLIDDEN,51443.0,POINT(-94.729046295 42.063019927),,CARROLL,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-37465000004,2021-06-14,3858,HAROLDS JACK N JILL / DAVENPORT,6723 NW BLVD UNIT 2,DAVENPORT,52806.0,POINT(-90.609747 41.589369),82,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-37742100022,2021-06-23,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-32505200010,2020-12-08,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265.0,,77,POLK,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,90.0,0.05,0.01
INV-34898200055,2021-03-10,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104.0,POINT(-96.417783 42.519886),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-48645000010,2022-06-24,5698,CASEY'S #3746 / GRIMES,1650 NE BEAVER BROOKE BLVD,GRIMES,50111.0,,77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-52259200016,2022-10-19,4582,JIFFY #926 / SPIRIT LAKE,"2402, 17TH ST",SPIRIT LAKE,51360,POINT(-95.126585 43.42282),,DICKINSON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-28900200139,2020-07-22,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,,77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
INV-55154300016,2023-01-20,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313.0,POINT(-93.62108 41.6518),,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-58646900001,2023-05-22,4513,CASEY'S GENERAL STORE #1144 / POLK CITY,1100 S 3RD ST,POLK CITY,50226.0,POINT(-93.717599993 41.7640020150001),,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-60066700001,2023-07-07,5913,CASEY'S GENERAL STORE #1427 / CLEAR LAKE,6 PLAZA DR,CLEAR LAKE,50428.0,POINT(-93.360769969 43.146342008),,CERRO GORDO,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-53159900091,2022-11-18,2551,HY-VEE FOOD STORE / CHARITON,2001 WEST COURT,CHARITON,50049.0,POINT(-93.32337 41.01456),,LUCAS,1701100,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100535,FIREBALL GIFT BOX,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-26607500037,2020-04-16,2248,INGERSOLL LIQUOR AND BEVERAGE,3500 INGERSOLL AVE,DES MOINES,50312.0,POINT(-93.664182 41.586319),77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,100612,JOHNNIE WALKER MINI DISCOVERY PACK,12,50,21.5,32.25,1,32.25,0.05,0.01
INV-26045500030,2020-03-23,5873,WEST D LIQUORS,5014 EP TRUE PKWY,WEST DES MOINES,50265.0,POINT(-93.772974 41.572144),77,POLK,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,100612,JOHNNIE WALKER MINI DISCOVERY PACK,12,50,21.5,32.25,1,32.25,0.05,0.01
INV-62598700001,2023-09-25,5533,FAREWAY STORES #183 / FLEUR,4313 FLEUR DR,DES MOINES,50321,POINT(-93.643502041 41.545145997),,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63721900001,2023-10-27,5950,CASEY'S GENERAL STORE #3898 / ANAMOSA,23485 COUNTY ROAD E34,ANAMOSA,52205.0,POINT(-91.333240984 42.072165996),,JONES,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-53847300009,2022-12-09,6329,8 SECONDS / SIDNEY,416 CLAY STREET,SIDNEY,51652.0,POINT(-95.64723 40.74671),,FREMONT,1701100,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-52819200007,2022-11-07,2508,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405.0,POINT(-91.69838 41.97449),,LINN,1701100,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-53857700012,2022-12-09,2459,JUBILEE FOODS,200 STATE ST,GUTHRIE CENTER,50115.0,POINT(-94.50528 41.67725),,GUTHRIE,1701100,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-32136300002,2020-11-20,2562,HY-VEE FOOD STORE / FORT DODGE,115 SOUTH 29TH ST,FORT DODGE,50501.0,POINT(-94.158247 42.504742),94,WEBSTER,1700000.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CANDY CANES,1,50,60.0,90.0,1,90.0,0.05,0.01
INV-53401600001,2022-11-25,4448,KUM & GO #572 / URBANDALE,4860 NW URBANDALE DR,URBANDALE,50322.0,POINT(-93.77088 41.64656),,POLK,1701100,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-64567500001,2023-11-22,6197,MOUNT PLEASANT FOOD & LIQUOR / MT PLEASANT,309 W. WASHINGTON ST.,MT PLEASANT,52641.0,POINT(-91.557079959 40.966155013),,HENRY,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-52335700004,2022-10-21,5611,CASEY'S GENERAL STORE #2908 / ANAMOSA,1752 HWY 64 E,ANAMOSA,52205,POINT(-91.2637 42.10296),,JONES,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-52202500037,2022-10-18,4143,BUCKY'S,603  E HWY 24,LAWLER,52154,POINT(-92.14832 43.06722),,CHICKASAW,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-55792200118,2023-02-13,2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.65857 41.95587),,LINN,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62828000002,2023-09-29,10091,CASEY'S #6116 / COUNCIL BLUFFS,15 NORTH 16TH STREET,COUNCIL BLUFFS,51501,POINT(-95.866990032 41.262483998),,POTTAWATTAMIE,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-45177400038,2022-07-22,6201,NEIGHBORHOOD TOBACCO OUTLET / MARION,2500 7TH AVENUE,MARION,52302.0,POINT(-91.585363 42.033257),,LINN,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-52794000008,2022-11-07,5640,CASEY'S GENERAL STORE #3371 / NEW HARTFORD,33000 HWY 57,NEW HARTFORD,50660.0,POINT(-92.63291 42.56519),,BUTLER,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-52751000034,2022-11-04,4859,CIRCLE K #4706604 / BURLINGTON,421 N MAIN ST,BURLINGTON,52601.0,POINT(-91.10109 40.8111),,DES MOINES,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-53936100013,2022-12-13,5710,CASEY'S #3763 -WAVERLY,1032 4TH STREET SW,WAVERLY,50677.0,POINT(-92.47551 42.71557),,BREMER,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-56500000004,2023-03-08,5062,CASEY'S GENERAL STORE #2318 / MONTRO,"111, MAIN ST",MONTROSE,52639.0,POINT(-91.41557 40.53191),,LEE,1081300,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-64588500003,2023-11-22,4582,JIFFY #926 / SPIRIT LAKE,"2402, 17TH ST",SPIRIT LAKE,51360.0,POINT(-95.126720963 43.423557991),,DICKINSON,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-54153100003,2022-12-19,6125,GATEWAY MART / CLINTON,1930 ROOSEVELT ST,CLINTON,52732.0,POINT(-90.18057 41.86701),,CLINTON,1701100,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100938,FIREBALL VALENTINE PACK,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-43797500001,2022-01-14,5252,FREEMAN FOODS OF NORTH ENGLISH,"119, MAIN ST",NORTH ENGLISH,52316.0,POINT(-92.094549 41.453289),48,IOWA,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,100938,FIREBALL VALENTINE PACK,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-32211500031,2020-11-24,5863,K-ZAR INC - WATERLOO,1761 INDEPENDENCE AVENUE,WATERLOO,50707.0,POINT(-92.302514 42.498404),7,BLACK HAWK,1700000.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101037,ROMANA SAMBUCA HOLIDAY,30,50,2.0,3.0,1,3.0,0.05,0.01
INV-27666800014,2020-06-02,4631,THUNDER RIDGE AMPRIDE,"2425, WHITETAIL DR",CEDAR FALLS,50613.0,POINT(-92.475132 42.539967),7,BLACK HAWK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,35.0,BACARDI USA INC,101049,FLAVORED RUMS MULTI PACK,4,50,24.9,37.35,1,37.35,0.05,0.01
INV-62868600002,2023-10-02,6237,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,902 NORTH 2ND STREET,CLINTON,52732.0,POINT(-90.186780025 41.85389998),,CLINTON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62875400002,2023-10-03,5813,CASEY'S GENERAL STORE #2791 / CEDAR RAPIDS,9125 ATLANTIC DR SW,CEDAR RAPIDS,52404.0,POINT(-91.678598529 41.891454049),,LINN,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-50990600035,2022-09-07,4385,KUM & GO #43 / NEW VIRGINIA,1453 CO HWY G76,NEW VIRGINIA,50210.0,,,WARREN,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63046300001,2023-10-06,4527,CASEY'S GENERAL STORE #30 / GILMORE CITY,105 SE FIRST ST,GILMORE CITY,50541.0,POINT(-94.441158983 42.732201015),,HUMBOLDT,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62971700002,2023-10-05,5664,CASEY'S GENERAL STORE #45 / DES MOINES,2890 E BROADWAY AVE,DES MOINES,50317.0,POINT(-93.526718134 41.644110045),,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-39818900013,2021-09-03,5740,NEW STAR / KNOXVILLE,901 WEST PLEASANT ST,KNOXVILLE,50138.0,POINT(-93.107862 41.320744),63,MARION,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL HALLOWEEN ADULT TRICK-OR-TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51609600038,2022-09-27,4153,FAREWAY STORES #067 / EVANSDALE,215 S EVANS RD,EVANSDALE,50707,POINT(-92.287834 42.475631),,BLACK HAWK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51722400019,2022-09-30,5831,CASEY'S GENERAL STORE #1828 / WEBSTER CITY,1300 2ND ST,WEBSTER CITY,50595,POINT(-93.835789 42.469575),,HAMILTON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-40590500011,2021-10-01,6051,CASEY'S GENERAL STORE #1712 / SHENANDOAH,605 S FREMONT ST,SHENANDOAH,51601.0,POINT(-95.385106 40.76092),73,PAGE,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63904300002,2023-11-02,5802,CASEY'S GENERAL STORE #3718 / PLEASANT HILL,1175 NE 75TH ST,PLEASANT HILL,50327.0,POINT(-93.45421503 41.599791982),,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-41302200003,2021-10-25,2683,HY-VEE FAST & FRESH / WDM,425 S JORDAN CREEK PKWY,WEST DES MOINES,50266.0,POINT(-93.809467 41.563126),77,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-40586600009,2021-09-30,5917,URBANDALE LIQUOR,6401 DOUGLAS AVE STE 1,URBANDALE,50322.0,POINT(-93.705732 41.629411),77,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL HALLOWEEN ADULT TRICK-OR-TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-40665700007,2021-10-04,4911,CASEY'S GENERAL STORE #1061 / PRINCETON,500 HWY 67 N,PRINCETON,52768.0,POINT(-90.340914 41.677287),82,SCOTT,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421.0,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62160600001,2023-09-12,5989,CASEY'S GENERAL STORE #1134 / GRINNELL,1718 6TH AVE,GRINNELL,50112,POINT(-92.71090903 41.745784996),,POWESHIEK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51911100136,2022-10-07,10037,WHISKEY WOLF LIQUOR / GLENWOOD,411 S LOCUST ST,GLENWOOD,51534,POINT(-95.74411 41.04196),,MILLS,1701100.0,TEMPORARY & SPECIALTY PACKAGES,421,SAZERAC COMPANY  INC,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62971000002,2023-10-05,6063,CASEY'S GENERAL STORE #2406 / PLEASANT HILL,1125 N HICKORY BLVD,PLEASANT HILL,50327.0,POINT(-93.51636198 41.600227003),,POLK,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-60288500001,2023-07-13,4853,KUM & GO #62 / JOHNSTON,6130 NW 86TH ST,JOHNSTON,50131.0,POINT(-93.737376003 41.671766002),,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-44820500010,2022-02-16,5792,CASEY'S GENERAL STORE #2672 / SANBORN,510 W 7TH ST,SANBORN,51248.0,POINT(-95.661995 43.186022),71,O'BRIEN,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,12,50,4.3,6.45,1,6.45,0.05,0.01
INV-59256000003,2023-06-09,4823,CASEY'S GENERAL STORE #3223 / CRESTON,903 N SUMNER AVE,CRESTON,50801.0,POINT(-94.372135016 41.0669290000001),,UNION,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59554700001,2023-06-19,5640,CASEY'S GENERAL STORE #3371 / NEW HARTFORD,33000 HWY 57,NEW HARTFORD,50660.0,POINT(-92.632241013 42.565265984),,BUTLER,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59542600001,2023-06-19,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761.0,POINT(-91.044577039 41.426581001),,MUSCATINE,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63171100002,2023-10-11,4783,CASEY'S GENERAL STORE #1684 / EMMETSBURG,2406 MAIN ST,EMMETSBURG,50536.0,POINT(-94.682096036 43.111483014),,PALO ALTO,1081400.0,AMERICAN SCHNAPPS,421.0,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-60729900004,2023-07-27,5765,CASEY'S GENERAL STORE #2906 / MUSCATINE,3509 STEAMBOAT WAY,MUSCATINE,52761.0,POINT(-91.08481797 41.448836001),,MUSCATINE,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-63874400002,2023-11-02,5591,CASEY'S GENERAL STORE #1682 / OSKALOOSA,1310 A AVE WEST,OSKALOOSA,52577.0,POINT(-92.659614967 41.295859982),,MAHASKA,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62194100003,2023-09-13,5893,CASEY'S GENERAL STORE #3880 / WATERLOO,1900 W RIDGEWAY AVE,WATERLOO,50701,POINT(-92.392437026 42.469802016),,BLACK HAWK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62178500001,2023-09-12,5185,KUM & GO #521  /  CORALVILLE,205 2ND ST,CORALVILLE,52241,POINT(-91.567774514 41.670485917),,JOHNSON,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-61071700003,2023-08-08,5770,CASEY'S GENERAL STORE #2427 / WATERLOO,3035 LOGAN AVE,WATERLOO,50703,POINT(-92.338393029 42.54280001),,BLACK HAWK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-61097100003,2023-08-09,5978,CASEY'S GENERAL STORE #2460 / ALGONA,1414 N MAIN ST,ALGONA,50511,POINT(-94.217533997 43.081430999),,KOSSUTH,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-61597200001,2023-08-25,4417,KUM & GO #76 / ADAIR,109 S 5TH ST,ADAIR,50002,POINT(-94.643508972 41.498190731),,ADAIR,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-58871500002,2023-05-30,6046,CASEY'S GENERAL STORE #2150 / WDM,2125 GRAND AVE,WEST DES MOINES,50265.0,POINT(-93.734543004 41.567236),,POLK,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-62026400001,2023-09-08,6012,CASEY'S GENERAL STORE #1893 / MASON CITY,1607 S FEDERAL AVE,MASON CITY,50401,POINT(-93.200605965 43.135976988),,CERRO GORDO,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-36590500133,2021-05-13,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331.0,POINT(-95.140274 43.361577),30,DICKINSON,1081400.0,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,101180,99 FRUITS MINI,12,50,4.3,6.45,1,6.45,0.05,0.01
